,features,1_fold_column_mean,1_fold_column_std,2_fold_column_mean,2_fold_column_std,3_fold_column_mean,3_fold_column_std,4_fold_column_mean,4_fold_column_std,5_fold_column_mean,5_fold_column_std
21,"heartrate__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""max""",-0.0301371250628884,0.6550808682599514,0.00028651078548267664,0.700077885425082,-0.04230223253502378,0.6953288465478961,-0.010292902063482575,0.6738093680869465,-0.04815316156408781,0.673442759023455
22,"heartrate__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""mean""",-0.007672644020916604,0.6908326168524261,0.03283585768636528,0.7352916623372499,0.005401448602679111,0.7333277432436719,0.01742216954280416,0.7126132109806724,-0.020378272393709134,0.7178888817888032
23,"heartrate__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""var""",-0.14130240220616247,0.42760238543400425,-0.1958808242667739,0.4171565524572877,-0.2082255359124811,0.4195542598180855,-0.1633041817430961,0.41825377626813676,-0.17905490719474845,0.4201819486746062
24,"heartrate__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max""",-0.00676260697950522,0.6100361046582268,0.02692790791324836,0.6578132106653007,-0.0041215435729391545,0.6611279412017813,0.014330250753406878,0.6300907911640957,-0.015356234319513171,0.6386198394110216
25,"heartrate__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""mean""",-0.015391395610775611,0.6219594346383746,0.021204581787160073,0.6719288701108782,-0.006697160236917445,0.673807958232101,0.007053472940533716,0.644743603389799,-0.02377905155103517,0.6518701988198345
26,"heartrate__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""min""",-0.022642438945613772,0.6198084442251328,0.01564465761733365,0.6737587507255652,-0.010719029089656872,0.6740212775924002,0.0004324047772014763,0.6449964997177707,-0.028154370733813053,0.6495053048768147
27,"heartrate__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""var""",0.02015401600207382,0.30549656723719143,0.03468335439510555,0.3132729217009193,0.020893278317088978,0.30599119280684645,0.01147741180838653,0.3154919451610129,0.02576937505920867,0.2864348903093911
28,"heartrate__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""max""",-0.012490324344635685,0.4444156227774965,0.0033582460336429093,0.41840830735579926,0.013803010907751738,0.3721255471556654,0.007914578177288656,0.3963730534386421,-0.025677194815523295,0.43422266704283524
29,"heartrate__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean""",-0.01919029267028615,0.4150772912980845,0.00020633307891687396,0.39406264876709335,0.013465496864987813,0.3540443726181224,0.0009252772581261958,0.363164155044212,-0.025235699344986807,0.40538099163079505
30,"heartrate__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""min""",-0.0272191825894905,0.4054456644641024,0.0010884184673109081,0.38437972821618943,0.011918237324364924,0.36109863395507796,-0.00597584296923798,0.35335269928482227,-0.027468963740929976,0.39521383819065137
31,"heartrate__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""var""",0.04121229247152523,1.1204637689717056,-0.03618517649732134,1.166060530961968,-0.04311020589666481,1.1673229529918212,0.005360267379161092,1.1859425301597994,-0.012538433630279852,0.9773885568084052
32,"heartrate__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""max""",-0.20414020309205677,2.4959615501066903,-0.20711803427527412,2.3661889230763924,-0.1549272554959327,2.0944130524981768,-0.17196109166756124,2.2517414917850913,-0.3420806451274104,2.413934536625645
33,"heartrate__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""mean""",-0.04364336516985772,1.9707162360063195,0.03959065707117032,1.8943398289720803,0.11444389972059621,1.6994791993986034,0.04287357674718641,1.7745147609937262,-0.06399311919173181,1.9474643495422808
34,"heartrate__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""min""",0.06814690004468754,1.9553121031101164,0.19339299909463797,1.8737153810158242,0.22702146791715713,1.854528420651159,0.14148614526606176,1.7479352481622092,0.055592661669674366,1.9184944762119696
35,"heartrate__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""var""",-0.09944759723811122,11.336361876833694,-1.239092460110816,13.264927134244195,-1.3485660592106574,12.04913442026186,-1.0564325217926336,12.32787477317228,-1.1582583347786441,9.763242648904148
36,"heartrate__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""max""",-0.007920829691315901,0.21432271577218845,0.0005851299743556704,0.20288319268337882,0.006652181365387262,0.18098505427601647,0.0021538686325293086,0.1904691890485632,-0.012842444597278908,0.20982167848990926
37,"heartrate__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""mean""",-0.009607143043291428,0.20748418247595474,0.00010939841290436058,0.1969941187003877,0.006718593535221256,0.1770068015349944,0.0004539063676182045,0.18155090286188494,-0.012629413527436833,0.20265788996708928
38,"heartrate__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""min""",-0.01212179412100121,0.20464806727474447,-0.00011582879909223626,0.19424916254299118,0.00595400375897478,0.17821698445851752,-0.001772720228576822,0.17747176592961986,-0.013920353537083624,0.1986338234897163
39,"heartrate__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""var""",0.005600652025181242,0.3683541447698406,-0.01927361140932859,0.3696150203250401,-0.016907716162486312,0.3885284055013223,-0.0022862150987548457,0.39846732983434113,-0.003065889750770142,0.3214991648592588
40,"heartrate__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""",0.10339559620987301,0.07948047639203826,0.09781876008569833,0.08774130917437302,0.09031003964677176,0.08514784251917315,0.10011550581080383,0.08556004919657022,0.09946801341876335,0.08065074551600554
41,"heartrate__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean""",0.08443292826406319,0.06533251124581928,0.07902289167253408,0.07191450595353421,0.07158329847028397,0.06788694426988932,0.0798752330790249,0.06941729609119429,0.08057784422150983,0.06667082895755502
42,"heartrate__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""min""",0.08361729807656246,0.06632446781240478,0.07655178888752337,0.07091388976467847,0.07168137587096392,0.0679625407021895,0.07701437356092049,0.06743945333498612,0.07905993718347208,0.06602277233720906
43,"heartrate__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""",0.4483733916872157,0.5811650469919326,0.4388352870030488,0.6435913676800261,0.4214656880138923,0.6420977227803077,0.45475417392873835,0.6220605583993021,0.40862985232690907,0.5158548352769551
44,"heartrate__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""",0.035470915370540354,0.027014847494882626,0.03351361799425267,0.029911895117528564,0.030769491650055297,0.02884975515783553,0.034265715729809874,0.029226865173771377,0.03398914762473224,0.027524024783949004
45,"heartrate__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""",0.031391508486095614,0.02407166211239249,0.029384893845885017,0.02656151246311258,0.026751518237748472,0.025130991631481497,0.029791473063269427,0.025714254045553015,0.0299116848506765,0.024556510422979308
46,"heartrate__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""",0.031189563264953913,0.024167495210383944,0.028647706276977044,0.026212781664703852,0.02653606838413871,0.024813755328553237,0.029062614973668507,0.025209865855511382,0.029493258050300918,0.024297015208265844
47,"heartrate__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""",0.1308388798359798,0.17572270146414992,0.12175155366225093,0.18378415363523154,0.1185988672298327,0.18934290859718647,0.13009634731047162,0.18487574119360312,0.11731293151172827,0.15201618133990463
48,heartrate__approximate_entropy__m_2__r_0.1,0.599210002043499,0.37169944298601093,0.5347101515802269,0.39363242294191375,0.520185250532225,0.4011368415073293,0.5578726489784552,0.3791460996391183,0.5713051041166851,0.38911019128477825
49,heartrate__approximate_entropy__m_2__r_0.3,0.4954893777158129,0.35541754065141723,0.43850798106661465,0.36462597711201145,0.43626821958469825,0.3696351067715177,0.47558321355870786,0.3708744306996046,0.4642842871903841,0.3582693715420622
50,heartrate__approximate_entropy__m_2__r_0.5,0.33318292307423775,0.2541247211992219,0.29406605241508615,0.2582846315999765,0.29658620382721823,0.26644700737408444,0.32633407740596476,0.27158922540082675,0.31272672122501183,0.25599661324305245
51,heartrate__approximate_entropy__m_2__r_0.7,0.23375747072698913,0.18176165361471286,0.20575971090193623,0.18390472623938928,0.20947636784713414,0.1926937475521316,0.23050083980628963,0.19573801214606493,0.21954881269969925,0.18284725077049682
52,heartrate__approximate_entropy__m_2__r_0.9,0.16999211965725317,0.13339409595650364,0.15070986344140497,0.13537901054261683,0.1541944091608313,0.1431938229225141,0.16957685942433995,0.14520074323958684,0.16011092473905636,0.1339653992554433
53,heartrate__ar_coefficient__coeff_0__k_10,7.995049990532509,9.54355206763538,-1583.178608350598,61994.036224406205,-102844.15805142309,3957789.7857238003,-1639.1071590739693,63260.56029346768,-104757.67229267786,4024993.8501250246
54,heartrate__ar_coefficient__coeff_10__k_10,0.0044517066415314145,0.13476370683351832,39702.86436054463,1556567.0120809474,285079.92575347266,9699241.705787698,41358.012563119155,1588384.3916364461,253600.51955775326,9737554.254830947
55,heartrate__ar_coefficient__coeff_1__k_10,0.7791805092729364,0.29863949752999003,0.7269306501397715,1.650475814778636,1.0719310228182295,11.634632153346791,0.7740756831254364,0.4417535308496301,1.0238848284665054,11.942372628893445
56,heartrate__ar_coefficient__coeff_2__k_10,0.03616600504888829,0.254230405197921,200.5312674843174,7926.214498251752,-158.1745729917483,6116.66527179056,-1.7862413999288222,70.09201810336843,48.477991983374224,10202.592467206108
57,heartrate__ar_coefficient__coeff_3__k_10,0.08226997051372367,0.15102994777178566,1111.3887807434019,31241.939061047444,427.7702819589552,27098.536284110454,678.4308553882925,26052.181164103218,243.36566392368525,20483.926553467812
58,heartrate__ar_coefficient__coeff_4__k_10,-0.0066687923488166585,0.1431107002607006,-244464.31085739622,9572783.335523538,-245479.47659307555,9597780.978926422,-254349.11635734467,9768462.743720155,-163.18503593932013,8645.133090574385
59,heartrate__ar_coefficient__coeff_5__k_10,0.01620606188041133,0.13660871393597174,343660.9498750098,13486561.388689583,346029.63627669925,13521748.735071428,358337.6283794938,13762216.706767492,-356.1853702585788,18738.917348816805
60,heartrate__ar_coefficient__coeff_6__k_10,-0.014226442723733782,0.14355563099217042,-202605.051066839,7940448.463123658,-203768.33659687493,7961179.111436263,-210977.92734302746,8102759.415180245,-107.57444462128235,4118.828283229385
61,heartrate__ar_coefficient__coeff_7__k_10,0.027625103138113644,0.12379066670265142,330873.7157202415,12954653.314315652,332266.7609078388,12988479.68428375,344205.530439672,13219461.786344146,334.393397115694,13151.460301408164
62,heartrate__ar_coefficient__coeff_8__k_10,0.01948786100445495,0.17086696508902827,-336398.92592876946,13170322.65855423,15322.99899496308,19104451.71707722,-349935.87937487196,13439539.419290451,364948.69346501725,14033612.036655668
63,heartrate__ar_coefficient__coeff_9__k_10,-0.005844879945117822,0.16526086128682532,67919.0530175699,2660335.7323281984,-529037.2003919265,23498561.991795607,70685.26809529023,2714716.301603349,-617840.9465698343,23744034.674970474
64,"heartrate__augmented_dickey_fuller__attr_""pvalue""__autolag_""aic""",0.257334860629808,0.36119207766070904,0.3186065951839165,0.4022387881841422,0.3393607265869769,0.4057385588067362,0.2804216166318454,0.37964161447920913,0.30694395339770475,0.3882944329084375
65,"heartrate__augmented_dickey_fuller__attr_""teststat""__autolag_""aic""",-2.434777740764983,3.93053880279941,-1.9965467699489388,4.041318661230869,-2.0727910595412986,4.179578599037175,-2.5102041962649118,3.930291880514735,-2.1746669377846075,3.487491358196351
66,heartrate__autocorrelation__lag_1,0.9044125712392425,0.09777070010076203,0.9155452134368359,0.093906795240776,0.9074884787722176,0.10793007910069484,0.9010219630915448,0.10909602566778008,0.9107329406126916,0.09403874582000127
67,heartrate__autocorrelation__lag_2,0.8497553511698617,0.13596611749081322,0.8649790781886941,0.1387267595689332,0.854729881873144,0.15075098958320599,0.8472832982789131,0.14986728764859641,0.860470460760205,0.12993034016135982
68,heartrate__autocorrelation__lag_3,0.8093116252344907,0.16135043787695108,0.8297072253602803,0.16116201741424876,0.8178421232211688,0.17467257460068972,0.8093173823563656,0.17090223438473345,0.8250642816034858,0.1497630484595528
69,heartrate__autocorrelation__lag_4,0.7732347863551146,0.18289700620724345,0.7977424753257449,0.18158147413299336,0.784390122030789,0.19600272007543337,0.7742138863883403,0.19158203819464337,0.7918184910112613,0.1711453297913132
70,heartrate__autocorrelation__lag_5,0.742633028791792,0.19948690139294728,0.7704459450181881,0.19819376092795019,0.7559292455842893,0.21459127433409067,0.7450728312218029,0.2082045853674641,0.762102288977871,0.19117198834476495
71,heartrate__autocorrelation__lag_6,0.715270939151161,0.21378078404954476,0.7456495253574844,0.21169879726121052,0.7318602766688141,0.22828640342355866,0.7189736596035871,0.22198311962771486,0.7372334123181804,0.2041834706103267
72,heartrate__autocorrelation__lag_7,0.6918743239299329,0.22504391870316698,0.7225213407496882,0.2245096875300062,0.7092040835880067,0.2413633206325065,0.6954005301327791,0.2343732304233475,0.7145134651088987,0.21722215516457877
73,heartrate__autocorrelation__lag_8,0.6692927893965948,0.23558653929344592,0.7029345920356955,0.23268224103867263,0.6899155239527484,0.2509534193309139,0.6759467498445499,0.24142390088438415,0.6931642776679172,0.22824340305746602
74,heartrate__autocorrelation__lag_9,0.647971252200952,0.24412357255910141,0.6836714393890854,0.24143008628595505,0.6709067695096727,0.26068765801238636,0.6556616292604599,0.25069829348559686,0.6724382322081476,0.23829146587659475
75,heartrate__benford_correlation,0.7456556579432496,0.3365645474580332,0.724310735537945,0.36840925779262546,0.7064688183963891,0.37818238523314907,0.7041849596366611,0.3822716902242026,0.7347424939973155,0.3497769871394461
76,heartrate__binned_entropy__max_bins_10,1.9372095812205172,0.341779905074763,1.9670262723315106,0.3489997960320959,1.9527409711132586,0.3628175277777136,1.9495542402467045,0.34687301103492796,1.959081537685124,0.3358182728845622
77,heartrate__c3__lag_1,2642841.2992825177,1329850.970589483,2550388.2352585746,1365672.0844249015,2522066.6592607815,1415364.3510395447,2439818.573763591,1305602.8859596704,2431253.1167953713,1270407.8766665058
78,heartrate__c3__lag_2,2639093.451751515,1329110.7677420923,2546737.3396314704,1365012.0768609964,2518626.2109850748,1414875.402598119,2435973.809071678,1304918.6127444478,2427831.4225000488,1269812.6364390347
79,heartrate__c3__lag_3,2636224.3197654374,1328612.514499696,2543981.868360486,1364458.0200461554,2516115.077848592,1414450.9739064132,2433223.8216371164,1304402.74335157,2425138.418380095,1269208.373561315
80,"heartrate__change_quantiles__f_agg_""mean""__isabs_false__qh_0.2__ql_0.0",-0.03520960836125487,0.28153904065687907,-0.030644043611217666,0.20296123252345472,-0.015352940520249119,0.28913494273377477,-0.03560256585278777,0.26072768290671566,-0.030791474058476407,0.2922046656226834
81,"heartrate__change_quantiles__f_agg_""mean""__isabs_false__qh_0.4__ql_0.0",-0.050459385238880265,0.1770962292084845,-0.04658720096020108,0.16131098694783702,-0.0267852464766608,0.15891739007039504,-0.037511627778536547,0.17233446879329087,-0.0552791158176028,0.17628044842562315
82,"heartrate__change_quantiles__f_agg_""mean""__isabs_false__qh_0.4__ql_0.2",-0.0481048557783338,0.1858436707194113,-0.05017449308573596,0.1880795852438479,-0.04037876104703699,0.1673102535690934,-0.037055603136661674,0.17957851882279866,-0.05525609644189001,0.1749523393409925
83,"heartrate__change_quantiles__f_agg_""mean""__isabs_false__qh_0.6__ql_0.0",-0.04512530647522585,0.12925464019942012,-0.03634453541393708,0.12043110872158826,-0.03401905430053642,0.12476339557753706,-0.032954303284359845,0.12275076437665679,-0.047341587409791226,0.1268701180131561
84,"heartrate__change_quantiles__f_agg_""mean""__isabs_false__qh_0.6__ql_0.2",-0.06313099714153153,0.160579239886338,-0.05732182626242735,0.15221621267081922,-0.05545843269611723,0.14583459427696238,-0.05212657536345785,0.15676073637520754,-0.06590933741603948,0.16217118519970194
85,"heartrate__change_quantiles__f_agg_""mean""__isabs_false__qh_0.6__ql_0.4",-0.05619258518018819,0.18775296940077105,-0.06204020680749085,0.17371737610835414,-0.055062322083926994,0.17932107146695123,-0.060441459109821564,0.1837159082720253,-0.061634216803384406,0.19491168078918694
