"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
0.536193029490617,0.53226879574185,0.537273337810611,0.519143413367943,0.536193029490617,0.518134715025907,0.566171266808209,0.560224089635854,0.578034682080925,0.573888091822095,0.579710144927536,0.578871201157742,0.546448087431694,0.563777307963354,0.552104899930987,0.559440559440559
0.535475234270415,0.530152418820411,0.520156046814044,0.527704485488127,0.526315789473684,0.524590163934426,0.554785020804438,0.554400554400554,0.593471810089021,0.578871201157742,0.567375886524823,0.590405904059041,0.555941626129256,0.53226879574185,0.549450549450549,0.5621925509487
0.548696844993141,0.544588155207624,0.535930154466085,0.529100529100529,0.527704485488127,0.552486187845304,0.549073438572409,0.554400554400554,0.576368876080692,0.58055152394775,0.572246065808298,0.576784426820476,0.577617328519856,0.631121642969984,0.549828178694158,0.54127198917456
0.545702592087312,0.526315789473684,0.533333333333333,0.528052805280528,0.540540540540541,0.552486187845304,0.558269364968597,0.570613409415121,0.578871201157742,0.571837026447462,0.593031875463306,0.571837026447462,0.576784426820476,0.571020699500357,0.545702592087312,0.540175557056043
0.518470511989631,0.514469453376206,0.529062087186261,0.530152418820411,0.556715379262352,0.553250345781466,0.550584996558844,0.63391442155309,0.560224089635854,0.558269364968597,0.546821599453178,0.554785020804438,0.55363321799308,0.559049615653389,0.555170020818876,0.583090379008746
0.545702592087312,0.545454545454546,0.520156046814044,0.530503978779841,0.569493941553813,0.567471590909091,0.554400554400554,0.561009817671809,0.549073438572409,0.550964187327824,0.562587904360056,0.560224089635854,0.572246065808298,0.564573041637262,0.562587904360056,0.587803085966201
0.558441558441559,0.568391211906449,0.578566256335988,0.568990042674253,0.56657223796034,0.566171266808209,0.565371024734982,0.56980056980057,0.576784426820476,0.559440559440559,0.562587904360056,0.559049615653389,0.581818181818182,0.529801324503311,0.53156146179402,0.566973777462792
0.571111111111111,0.64594127806563,0.587928464977645,0.562587904360056,0.566973777462792,0.556328233657858,0.547195622435021,0.550584996558844,0.566973777462792,0.565770862800566,0.556417489421721,0.547717842323652,0.584368151935719,0.545702592087312,0.53475935828877,0.54757015742642
0.585223116313094,0.564573041637262,0.573476702508961,0.555555555555556,0.562983814215341,0.546448087431694,0.563777307963354,0.587803085966201,0.630417651694247,0.639488409272582,0.646203554119548,0.626959247648903,0.62111801242236,0.639488409272582,0.61940106962534,0.620140235488668
0.56777856635912,0.576784426820476,0.579783393501805,0.596011816838996,0.571428571428571,0.557491289198606,0.589970501474926,0.571837026447462,0.603318250377074,0.647773279352227,0.631911532385466,0.654129190515127,0.602863602110023,0.65359477124183,0.684931506849315,0.471698113207547
0.578147612156295,0.574712643678161,0.553250345781466,0.590405904059041,0.559832050384884,0.576368876080692,0.563867325335215,0.565770862800566,0.620636152055857,0.604686318972033,0.62402496099844,0.63391442155309,0.596125186289121,0.589970501474926,0.682967959527825,0.662800331400166
0.574712643678161,0.558269364968597,0.583090379008746,0.573065902578797,0.570206699928724,0.55980528511822,0.560224089635854,0.550964187327824,0.598354525056096,0.593031875463306,0.614911606456572,0.608365019011407,0.601956358164033,0.597907324364723,0.663900414937759,0.660611065235343
0.600751879699248,0.588668138337012,0.596569724086503,0.593031875463306,0.588668138337012,0.598354525056096,0.62992125984252,0.615393912685517,0.575953923686105,0.598354525056096,0.593471810089021,0.619195046439629,0.692640692640693,0.661157024793388,0.65359477124183,0.672834314550042
0.571837026447462,0.584795321637427,0.577617328519856,0.593471810089021,0.597460791635549,0.585223116313094,0.584368151935719,0.642054574638844,0.60882800608828,0.573888091822095,0.636942675159236,0.622568093385214,0.632411067193676,0.646203554119548,0.657354149548069,0.657354149548069
0.565371024734982,0.581395348837209,0.564174894217207,0.576784426820476,0.592592592592593,0.589101620029455,0.639488409272582,0.627943485086342,0.609756097560976,0.619195046439629,0.645682001614205,0.624512099921936,0.631911532385466,0.62402496099844,0.767754318618042,0.699300699300699
0.577200577200577,0.561797752808989,0.566973777462792,0.617760617760618,0.580130529369108,0.582665695557174,0.606520090978014,0.599250936329588,0.617760617760618,0.585223116313094,0.594795539033457,0.621600621600622,0.65843621399177,0.650406504065041,0.702370500438982,0.734618916437098
